isin,wkn,ticker,valor,name,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2024,2023,2022,2021,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,asset_class,instrument,region,exchange
IE00BDQZ5152,A2DKPP,SXRF,35398835,iShares USD Intermediate Credit Bond UCITS ETF,2017-04-25,2841,7.7835616438356166,Long-only,Ireland,USD,False,True,Distributing,0.15,Sampling,299,False,4653,0.88,1.32,0.88,5.64,6.12,9.01,11.08,12.03,10.29,3.36,-3.45,6.53,4.12,4.29,7.09,9.18,8.43,1.27,0.39,0.27,-13.09,-2.46,-11.07,-11.07,Bonds,ETF,,"gettex, XETRA, London, Stuttgart"
IE00BD26N851,A2H80B,STEA,39398699,PIMCO US Short-Term High Yield Corporate Bond Index UCITS ETF EUR Hedged Acc,2017-12-11,2611,7.153424657534247,Long-only,Ireland,EUR,True,False,Accumulating,0.6,Sampling,50,False,717,1.67,-0.17,1.67,2.31,4.49,7.86,11.08,15.82,6.32,9.3,-7.48,4.23,,,5.85,8.8,8.49,1.34,0.4,0.35,-20.27,-1.8,-9.63,-20.12,Bonds,ETF,World,"London, SIX Swiss Exchange"
IE00BG47J908,A2N882,JGSA,44824946,JPMorgan GBP Ultra-Short Income UCITS ETF GBP (Acc),2019-04-03,2133,5.843835616438356,Long-only,Ireland,GBP,False,False,Accumulating,0.18,Full replication,44,False,109,-0.37,1.07,-0.37,1.52,3.43,7.51,11.08,13.27,10.18,7.23,-4.8,6.98,,,4.5,5.79,6.46,1.66,0.61,0.39,-11.51,-2.97,-8.96,-11.51,Bonds,ETF,World,London
LU0321464652,DBX0A1,DXS1,3481945,Xtrackers II GBP Overnight Rate Swap UCITS ETF 1D,2007-10-10,6326,17.33150684931507,Long-only,Luxembourg,GBP,False,False,Distributing,0.1,Swap based Unfunded,100,False,,-0.45,1.04,-0.45,1.33,3.36,7.35,11.06,12.31,10.19,6.66,-4.08,6.89,4.93,5.02,4.09,5.83,6.44,1.79,0.61,0.36,-26.71,-2.26,-8.22,-10.73,Money Market,ETF,,"gettex, XETRA, London, Stuttgart, Borsa Italiana"
IE00BD9MMG79,A2JG7J,JGST,41112056,JPMorgan GBP Ultra-Short Income UCITS ETF GBP (Dist),2018-06-06,2434,6.668493150684932,Long-only,Ireland,GBP,False,False,Distributing,0.18,Full replication,161,False,109,-0.39,1.04,-0.39,1.5,3.41,7.49,11.05,13.24,10.17,7.25,-4.81,6.98,5.01,5.12,4.09,5.68,6.4,1.83,0.62,0.39,-11.52,-2.17,-8.96,-11.52,Bonds,ETF,World,London
LU1812092168,LYX0Y9,SELD,42746037,Amundi Stoxx Europe Select Dividend 30 UCITS ETF Dist,2006-10-25,6676,18.29041095890411,Long-only,Luxembourg,EUR,False,False,Distributing,0.3,Swap based Unfunded,167,False,,6.23,2.47,6.23,8.2,5.03,15.22,10.99,25.56,6.4,10.71,-10.14,24.46,6.05,6.62,11.66,15.03,20.98,1.3,0.24,0.22,-70.74,-7.96,-22.57,-40.77,Equity,ETF,Europe,"gettex, XETRA, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
DE000ETFL052,ETFL05,EL4E,3909763,Deka STOXX Europe Strong Style Composite 40 UCITS ETF,2008-03-14,6170,16.904109589041095,Long-only,Germany,EUR,False,False,Distributing,0.66,Full replication,41,False,40,6.93,1.46,6.93,10.16,14.2,21.1,10.93,43.31,11.73,17.23,-28.64,24.19,1.19,1.42,15.16,20.56,21.79,1.39,0.17,0.34,-55.82,-11.24,-31.34,-40.57,Equity,ETF,Europe,"gettex, XETRA, Stuttgart"
IE00BNKF6C99,DBX0AB,XZEC,112182463,Xtrackers MSCI Europe Consumer Discretionary ESG Screened UCITS ETF 1C,2021-06-29,1315,3.6027397260273974,Long-only,Ireland,EUR,False,False,Accumulating,0.17,Full replication,7,True,41,6.06,1.11,6.06,8.49,8.65,8.55,10.92,,4.23,16.78,-17.31,,,,14.81,20.98,,0.58,0.17,,-30.36,-13.65,-25.38,,Equity,ETF,Europe,"gettex, XETRA"
IE00BMQ5Y557,A2P58Y,TCRS,,Tabula Global IG Credit Curve Steepener UCITS ETF (EUR) Acc,2020-08-18,1630,4.465753424657534,Long-only,Ireland,EUR,False,False,Accumulating,0.4,Swap based,21,False,,0.11,-0.06,0.11,0.98,2.06,4.31,10.84,,4.46,6.06,-0.18,0.03,,,2.31,2.28,,1.86,1.53,,-2.9,-0.95,-2.01,,Bonds,ETF,World,"gettex, XETRA"
LU0879399441,A1H9GG,UEFZ,20557019,UBS ETF (LU) SBI Foreign AAA-BBB 5-10 ESG UCITS ETF (CHF) A-dis,2013-07-30,4206,11.523287671232877,Long-only,Luxembourg,CHF,False,False,Distributing,0.2,Sampling,354,True,108,-0.47,1.37,-0.47,0.75,3.67,5.0,10.77,8.93,4.33,14.05,-8.69,2.96,0.64,0.67,6.9,8.63,7.68,0.72,0.4,0.22,-19.7,-5.98,-12.52,-14.27,Bonds,ETF,,"gettex, XETRA, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BZ0XVF52,A2JKH4,WTDI,41862781,WisdomTree AT1 CoCo Bond UCITS ETF,2018-05-14,2457,6.7315068493150685,Long-only,Ireland,USD,False,False,Distributing,0.39,Sampling,51,True,150,1.84,1.12,1.84,6.27,8.67,15.25,10.72,18.1,15.46,1.78,-8.49,10.69,5.67,6.17,5.46,10.99,12.28,2.79,0.31,0.28,-30.03,-2.15,-23.59,-30.03,Bonds,ETF,Europe,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
IE00BZ0XVG69,A2JKH5,COCB,41862661,WisdomTree AT1 CoCo Bond UCITS ETF USD Acc,2018-05-14,2457,6.7315068493150685,Long-only,Ireland,USD,False,False,Accumulating,0.39,Sampling,8,False,150,1.83,1.12,1.83,6.27,8.67,15.24,10.72,18.09,15.47,1.78,-8.49,10.7,,,5.46,10.98,12.27,2.78,0.31,0.28,-30.03,-2.14,-23.59,-30.03,Bonds,ETF,Europe,"London, SIX Swiss Exchange"
IE00B6X2VY59,A1J5ST,IS0Y,19893843,iShares EUR Corporate Bond Interest Rate Hedged ESG UCITS ETF,2012-10-22,4487,12.293150684931506,Long-only,Ireland,EUR,False,True,Distributing,0.25,Sampling,189,True,1685,0.97,0.4,0.97,1.85,3.51,6.96,10.7,10.74,6.65,5.43,-3.33,-0.25,3.67,3.78,1.24,2.09,2.46,5.58,1.65,0.84,-8.34,-0.72,-5.81,-7.85,Bonds,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00BLCGR455,A2QR81,EMAU,111961217,L&G ESG Emerging Markets Corporate Bond UCITS ETF Acc,2021-05-28,1347,3.6904109589041094,Long-only,Ireland,USD,False,False,Accumulating,0.35,Sampling,12,True,245,1.04,1.35,1.04,5.75,6.91,11.05,10.67,,12.47,3.5,-6.22,,,,6.25,8.02,,1.76,0.43,,-9.2,-2.18,-9.2,,Bonds,ETF,Emerging Markets,"London, SIX Swiss Exchange"
IE00BF51K132,A2DX8T,EMSB,38445002,Invesco Emerging Markets USD Bond UCITS ETF Dist,2017-11-16,2636,7.221917808219178,Long-only,Ireland,USD,False,True,Distributing,0.25,Sampling,46,False,310,1.46,1.59,1.46,6.11,8.43,13.9,10.66,7.38,13.06,6.42,-10.78,5.35,5.53,5.92,6.8,8.94,9.4,2.04,0.38,0.15,-19.44,-1.86,-11.25,-19.44,Bonds,ETF,Emerging Markets,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
IE00BK63RN45,A2PPQS,MKUW,49252545,Invesco MSCI Kuwait UCITS ETF Acc,2019-10-24,1929,5.284931506849315,Long-only,Ireland,USD,False,False,Accumulating,0.5,Swap based Unfunded,10,False,,2.33,1.49,2.33,8.47,5.99,10.46,10.57,34.08,16.46,-12.78,12.57,40.39,,,10.55,13.48,18.76,0.99,0.25,0.32,-37.77,-4.9,-26.7,-36.83,Equity,ETF,,London
IE00BGYWCB81,A2PCCJ,VAGG,45828041,Vanguard USD Emerging Markets Government Bond UCITS ETF Accumulating,2019-02-19,2176,5.961643835616439,Long-only,Ireland,USD,False,False,Accumulating,0.25,Sampling,558,False,1153,1.3,1.52,1.3,6.06,8.22,13.33,10.56,9.39,13.08,5.85,-9.9,6.5,,,6.75,8.7,8.87,1.97,0.39,0.2,-17.09,-1.77,-10.0,-17.09,Bonds,ETF,Emerging Markets,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
LU1681048630,A2H564,GLUX,38784690,Amundi S&P Global Luxury UCITS ETF EUR (C),2008-12-04,5905,16.17808219178082,Long-only,Luxembourg,EUR,False,False,Accumulating,0.25,Swap based Unfunded,445,False,,8.15,3.21,8.15,18.4,18.57,15.03,10.55,72.58,5.07,11.56,-18.82,31.7,,,16.27,20.15,23.08,0.92,0.17,0.5,-46.23,-17.84,-22.37,-42.04,Equity,ETF,World,"gettex, XETRA, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
LU1109942653,DBX0PR,XHYG,26460523,Xtrackers EUR High Yield Corporate Bond UCITS ETF 1D,2015-01-08,3679,10.07945205479452,Long-only,Luxembourg,EUR,False,True,Distributing,0.2,Sampling,873,False,598,1.25,1.06,1.25,2.44,4.83,7.62,10.51,14.03,6.76,11.51,-9.61,3.11,5.46,5.56,2.11,4.81,6.33,3.6,0.7,0.42,-20.56,-1.08,-13.12,-20.56,Bonds,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
LU1109943388,DBX0PS,XHYA,35933980,Xtrackers EUR High Yield Corporate Bond UCITS ETF 1C,2017-03-15,2882,7.895890410958904,Long-only,Luxembourg,EUR,False,True,Accumulating,0.2,Sampling,830,False,598,1.23,1.05,1.23,2.44,4.86,7.55,10.49,13.98,6.74,11.55,-9.63,3.12,,,2.04,4.79,6.28,3.7,0.7,0.42,-20.53,-1.06,-13.11,-20.53,Bonds,ETF,World,"gettex, XETRA, Stuttgart, Borsa Italiana"
LU2009202107,LYX99G,EMXC,48796108,Amundi MSCI Emerging Ex China UCITS ETF Acc,2019-06-20,2055,5.63013698630137,Long-only,Luxembourg,USD,False,False,Accumulating,0.15,Swap based Unfunded,1447,False,,1.92,0.63,1.92,2.05,0.55,12.77,10.47,38.81,9.96,15.41,-14.48,18.57,,,14.1,12.93,16.15,0.9,0.26,0.42,-38.53,-11.41,-16.4,-37.6,Equity,ETF,Emerging Markets,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BZ163L38,A143JQ,VGEM,30359019,Vanguard USD Emerging Markets Government Bond UCITS ETF Distributing,2016-12-06,2981,8.167123287671233,Long-only,Ireland,USD,False,False,Distributing,0.25,Sampling,489,False,1153,1.22,1.44,1.22,5.97,8.14,13.23,10.47,9.29,13.06,5.85,-9.9,6.5,5.67,6.02,6.67,8.66,8.9,1.98,0.39,0.2,-17.11,-1.79,-10.0,-17.11,Bonds,ETF,Emerging Markets,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00B52XQP83,A0YJ8Y,IBC4,10954785,iShares MSCI South Africa UCITS ETF,2010-01-22,5491,15.043835616438356,Long-only,Ireland,USD,False,True,Accumulating,0.65,Full replication,155,False,31,5.83,2.48,5.83,-0.12,6.87,24.61,10.38,28.35,13.12,-1.86,1.83,12.63,,,21.54,25.35,28.6,1.14,0.13,0.18,-55.15,-10.74,-29.94,-46.2,Equity,ETF,,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
LU1484799926,A2AQ6F,CBSEUD,34159507,UBS ETF (LU) Bloomberg MSCI Euro Area Liquid Corporates Sustainable UCITS ETF (hedged to USD) A-dis,2020-08-05,1643,4.501369863013698,Long-only,Luxembourg,USD,True,False,Distributing,0.16,Sampling,33,True,724,-0.47,,-0.95,3.66,7.29,11.72,10.23,,12.72,7.23,-8.73,7.62,1.95,2.09,7.32,9.72,,1.6,0.34,,-11.84,-3.28,-11.84,,Bonds,ETF,Europe,SIX Swiss Exchange
IE00B8KGV557,A1J782,EUNZ,20023133,iShares Edge MSCI EM Minimum Volatility UCITS ETF,2012-11-30,4448,12.186301369863013,Long-only,Ireland,USD,False,True,Accumulating,0.4,Optimized sampling,285,False,333,-0.12,0.54,-0.12,2.94,5.78,15.91,10.16,25.72,15.69,4.42,-8.19,12.5,,,10.9,10.62,12.41,1.46,0.31,0.38,-30.11,-4.99,-12.3,-25.37,Equity,ETF,Emerging Markets,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00B0M63516,A0HGWA,IQQB,2308866,iShares MSCI Brazil UCITS ETF (Dist),2005-11-18,7017,19.224657534246575,Long-only,Ireland,USD,False,False,Distributing,0.74,Full replication,253,False,49,13.42,5.76,13.42,1.08,-0.04,-13.02,10.14,-12.59,-24.14,25.39,22.23,-15.85,5.62,4.57,21.3,28.42,37.62,-0.61,0.12,-0.07,-69.11,-26.17,-28.61,-52.49,Equity,ETF,,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
JE00B24DMK23,A0SVXY,9GAL,,WisdomTree Agriculture Longer Dated,2007-10-10,6326,17.33150684931507,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,2,False,,5.06,2.02,5.06,12.93,17.02,6.61,10.14,79.32,1.47,-10.21,22.63,40.03,,,13.43,17.5,17.69,0.49,0.19,0.7,-63.92,-16.53,-33.75,-33.75,Commodities,ETC,,"gettex, XETRA, London"
IE00BF3N7094,A2DUCZ,SXRI,37406065,iShares EUR High Yield Corporate Bond UCITS ETF EUR (Acc),2017-09-21,2692,7.375342465753425,Long-only,Ireland,EUR,False,True,Accumulating,0.5,Sampling,972,False,615,1.18,1.01,1.18,2.4,4.91,7.55,10.13,12.62,6.68,11.47,-10.29,2.78,,,3.03,4.65,5.64,2.49,0.7,0.43,-20.93,-1.25,-13.24,-20.93,Bonds,ETF,World,"gettex, London, SIX Swiss Exchange"
LU1324517454,A1439S,SBEMA,30555629,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (USD) A-acc,2018-01-31,2560,7.013698630136986,Long-only,Luxembourg,USD,False,False,Accumulating,0.25,Sampling,7,False,620,0.29,,0.29,4.41,8.45,15.75,10.1,4.81,14.74,7.86,-14.05,5.4,,,6.66,8.83,9.27,2.36,0.37,0.1,-21.34,-2.1,-15.72,-21.34,Bonds,ETF,Emerging Markets,SIX Swiss Exchange
LU1215454460,A14XHB,UIMY,29141964,UBS ETF (LU) Factor MSCI EMU Low Volatility UCITS ETF (EUR) A-dis,2015-08-18,3457,9.471232876712328,Long-only,Luxembourg,EUR,False,True,Distributing,0.25,Full replication,32,False,71,4.0,1.77,4.0,2.54,3.78,8.66,10.03,14.0,5.29,13.17,-15.76,19.43,2.78,2.94,8.54,12.2,15.88,1.01,0.27,0.17,-36.08,-6.0,-19.67,-36.08,Equity,ETF,Europe,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
LU1681048713,A2H565,AFID,38784693,Amundi ETF S&P Global Luxury UCITS ETF USD,2014-02-17,4004,10.96986301369863,Long-only,Luxembourg,USD,False,False,Accumulating,0.25,Swap based Unfunded,61,False,,8.5,2.75,8.5,18.67,18.63,14.75,10,72.09,4.75,11.45,-19.09,32.62,,,21.9,22.73,24.71,0.67,0.14,0.46,-42.53,-17.83,-21.97,-42.53,Equity,ETF,World,"gettex, London, Euronext Paris, SIX Swiss Exchange"
IE00B66F4759,A1C3NE,EUNW,11729717,iShares EUR High Yield Corporate Bond UCITS ETF EUR (Dist),2010-09-03,5267,14.43013698630137,Long-only,Ireland,EUR,False,True,Distributing,0.5,Sampling,5606,False,615,1.13,0.92,1.13,2.31,4.75,7.49,9.99,12.68,6.67,11.33,-9.72,2.21,6.05,6.12,2.52,4.36,5.89,2.96,0.74,0.41,-20.97,-1.08,-13.12,-20.97,Bonds,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00B622SG73,A1JBLF,PJSD,13180497,PIMCO Sterling Short Maturity UCITS ETF Dist,2011-06-10,4987,13.663013698630136,Long-only,Ireland,GBP,False,False,Distributing,0.19,Optimized sampling,189,False,218,-0.36,1.03,-0.36,1.58,3.63,7.92,9.99,11.63,10.77,7.08,-6.13,6.86,4.64,4.77,4.1,5.75,6.44,1.93,0.56,0.35,-23.57,-2.26,-9.82,-11.49,Money Market,ETF,,"gettex, London"
DE0005933998,593399,EXSD,2119339,iShares STOXX Europe Mid 200 UCITS ETF (DE),2005-04-04,7245,19.84931506849315,Long-only,Germany,EUR,False,False,Distributing,0.21,Full replication,400,False,200,5.59,2.21,5.59,6.6,4.94,12.83,9.97,27.44,5.62,15.87,-19.41,18.57,3.06,3.36,10.87,15.57,18.63,1.18,0.21,0.27,-60.78,-7.9,-26.74,-38.72,Equity,ETF,Europe,"gettex, XETRA, Stuttgart"
LU1900068328,LYX015,LASP,45203768,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF Acc,2006-04-26,6858,18.78904109589041,Long-only,Luxembourg,EUR,False,False,Accumulating,0.6,Swap based Unfunded,393,False,,1.76,2.18,1.76,3.04,7.62,22.99,9.97,27.05,16.92,2.96,-12.62,3.78,,,13.62,15.69,16.98,1.68,0.2,0.29,-59.41,-10.29,-19.93,-29.87,Equity,ETF,Asia & Pacific,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BK5BQZ41,A2PLTA,VGEK,48526060,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF (USD) Accumulating,2019-09-24,1959,5.367123287671233,Long-only,Ireland,USD,False,True,Accumulating,0.15,Full replication,341,False,380,4.09,0.31,4.09,2.38,1.07,8.49,9.88,24.95,0.32,7.15,-7.24,9.48,,,14.67,14.87,17.76,0.58,0.21,0.26,-37.78,-10.43,-17.05,-37.5,Equity,ETF,Asia & Pacific,"gettex, XETRA, London, SIX Swiss Exchange"
LU1437024992,A2AQ5K,BRZ,33857247,Amundi MSCI Brazil UCITS ETF (C),2010-01-12,5501,15.07123287671233,Long-only,Luxembourg,USD,False,False,Accumulating,0.55,Swap based Unfunded,5,False,,9.07,2.36,9.87,-5.8,-2.66,-16.21,9.87,-16.67,-25.88,27.26,20.58,-11.16,,,20.95,26.49,34.89,-0.77,0.12,-0.1,-69.01,-25.61,-28.45,-52.95,Equity,ETF,,Borsa Italiana
LU1324516050,A1439E,UEFS,30549809,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (USD) A-dis,2016-01-29,3293,9.021917808219179,Long-only,Luxembourg,USD,False,False,Distributing,0.25,Sampling,82,False,620,1.93,1.59,1.93,6.79,9.26,15.49,9.86,6.05,14.69,7.87,-14.11,5.45,3.13,3.47,7.01,9.05,9.57,2.2,0.35,0.12,-21.28,-2.17,-15.57,-21.28,Bonds,ETF,Emerging Markets,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00B9F5YL18,A1T8FT,VGEJ,20974082,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF Distributing,2013-05-21,4276,11.715068493150685,Long-only,Ireland,USD,False,True,Distributing,0.15,Full replication,1044,False,380,4.05,0.25,4.05,2.32,1.05,8.44,9.85,24.87,0.3,7.2,-7.26,9.46,3.28,3.45,14.05,14.69,17.67,0.6,0.22,0.26,-37.77,-10.48,-17.03,-37.54,Equity,ETF,Asia & Pacific,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00BD3RYZ16,A2ARPW,OMXS,34854715,iShares OMX Stockholm Capped UCITS ETF,2016-12-14,2973,8.145205479452056,Long-only,Ireland,SEK,False,True,Accumulating,0.1,Full replication,155,False,105,7.29,0.25,7.29,6.43,3.79,15.55,9.81,55.27,4.51,18.56,-26.35,33.11,,,14.27,20.28,22.09,1.09,0.16,0.42,-36.22,-9.77,-28.65,-36.22,Equity,ETF,,"XETRA, London"
IE00B58HMN42,A1C79Q,CCEUAS,11925970,UBS ETF (IE) CMCI Composite SF UCITS ETF (hedged to EUR) A-acc,2011-02-08,5109,13.997260273972604,Long-only,Ireland,EUR,True,False,Accumulating,0.34,Swap based,274,False,,3.65,-0.1,4.14,4.2,6.25,6.2,9.73,62.04,3.37,-4.46,13.23,32.56,,,11.98,16.3,16.69,0.52,0.19,0.61,-64.82,-12.03,-19.98,-26.04,Commodities,ETF,,"SIX Swiss Exchange, Borsa Italiana"
IE0007G78AC4,A3CYD6,ASIG,113194360,iShares USD Asia Investment Grade Corporate Bond UCITS ETF USD (Acc),2021-11-08,1183,3.241095890410959,Long-only,Ireland,USD,False,False,Accumulating,0.2,Sampling,134,True,503,0.21,-0.41,0.83,4.3,6.83,9.98,9.73,,11.52,3.33,-5.41,,,,5.94,7.9,,1.67,0.4,,-10.04,-2.38,-10.04,,Bonds,ETF,Asia & Pacific,"SIX Swiss Exchange, Euronext Amsterdam"
IE00BF0V4615,A2JEEZ,UD06,40538348,UBS ETF (IE) Bloomberg Commodity CMCI SF UCITS ETF (hedged to GBP) A-acc,2018-03-01,2531,6.934246575342466,Long-only,Ireland,GBP,True,False,Accumulating,0.34,Swap based,56,False,,3.34,-0.18,3.34,6.17,8.4,11.08,9.65,65.6,9.64,-5.29,10.12,38.79,,,12.78,18.47,18.3,0.86,0.17,0.58,-36.36,-10.69,-23.99,-28.88,Commodities,ETF,,"London, SIX Swiss Exchange"
IE00BK9YKZ79,A2PQML,MIST,49589598,PIMCO US Dollar Short Maturity UCITS ETF GBP Hedged Acc,2019-09-25,1958,5.364383561643836,Long-only,Ireland,GBP,True,False,Accumulating,0.4,Optimized sampling,2,False,426,-0.4,0.36,-0.4,2.45,3.38,7.21,9.65,10.79,10.24,7.48,-6.79,7.15,,,6.31,9.14,8.69,1.14,0.34,0.24,-13.23,-2.25,-8.84,-13.23,Money Market,ETF,,London
IE00BQN1KC32,A12DPQ,CEMT,26682598,iShares Edge MSCI Europe Size Factor UCITS ETF,2015-01-16,3671,10.057534246575342,Long-only,Ireland,EUR,False,True,Accumulating,0.25,Optimized sampling,22,False,226,4.98,2.03,4.98,5.72,4.74,12.27,9.55,28.88,5.63,14.75,-18.63,19.7,,,10.54,15.74,18.65,1.16,0.2,0.28,-37.89,-7.51,-25.56,-37.89,Equity,ETF,Europe,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
LU1109939865,DBX0PP,XHY1,26461007,Xtrackers iBoxx EUR High Yield Bond 1-3 Swap UCITS ETF 1D,2015-01-08,3679,10.07945205479452,Long-only,Luxembourg,EUR,False,False,Distributing,0.25,Swap based Unfunded,120,False,,1.4,1.04,1.4,2.11,4.37,6.27,9.52,12.5,5.42,7.22,-4.84,2.59,5.49,5.52,2.01,4.57,5.1,3.11,0.67,0.47,-16.82,-0.92,-7.44,-16.82,Bonds,ETF,World,"gettex, XETRA, Stuttgart, Borsa Italiana"
LU1459801517,A2APAU,TIP1A,33394335,UBS ETF (LU) Bloomberg TIPS 1-10 UCITS ETF (USD) A-acc,2017-01-24,2932,8.032876712328767,Long-only,Luxembourg,USD,False,False,Accumulating,0.1,Full replication,573,False,34,-0.07,,0.14,3.15,5.49,8.6,9.51,19.7,9.5,0.61,-1.73,14.35,,,6.77,9.54,8.66,1.27,0.32,0.42,-16.23,-2.81,-14.45,-14.45,Bonds,ETF,,SIX Swiss Exchange
GB00B15KYH63,A0KRK8,OD7U,,WisdomTree Agriculture,2006-09-27,6704,18.367123287671234,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,167,False,,4.97,2.17,4.97,13.33,17.69,5.7,9.48,73.37,1.39,-8.87,21.11,34.97,,,13.93,18.15,18.46,0.41,0.17,0.63,-63.09,-16.81,-32.65,-32.65,Commodities,ETC,,"gettex, XETRA, London, Borsa Italiana"
LU1681041544,A2H566,X13N,38784716,Amundi MSCI Europe Small Cap ESG Climate Net Zero Ambition CTB UCITS ETF Acc,2008-06-09,6083,16.665753424657535,Long-only,Luxembourg,EUR,False,True,Accumulating,0.23,Full replication,89,True,819,2.7,0.87,3.01,1.59,0.93,11.4,9.48,26.33,6.78,14.42,-19.39,21.39,,,12.13,16.28,18.79,0.94,0.19,0.25,-51.24,-6.86,-25.17,-38.03,Equity,ETF,Europe,"gettex, Euronext Paris"
IE00BLRPRR04,A3CN9S,WRLD,112579933,Rize Environmental Impact 100 UCITS ETF,2021-07-14,1300,3.5616438356164384,Long-only,Ireland,USD,False,False,Accumulating,0.55,Full replication,65,True,100,3.2,-0.22,3.2,1.12,0.45,10.27,9.47,,2.34,11.49,-16.56,,,,13.22,16.88,,0.77,0.18,,-23.17,-8.77,-18.18,,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
IE00BD8D5H32,A2DLP2,EUHI,35616972,PIMCO Euro Short-Term High Yield Corporate Bond Index UCITS ETF Dist,2017-10-09,2674,7.326027397260274,Long-only,Ireland,EUR,False,False,Distributing,0.5,Sampling,50,False,487,0.81,0.64,0.81,1.79,4.09,7.0,9.45,12.88,6.76,9.78,-8.29,3.2,4.76,4.86,1.57,3.39,4.7,4.43,0.9,0.52,-19.13,-1.07,-11.21,-19.13,Bonds,ETF,Europe,"gettex, XETRA, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BK5BR733,A2PLTC,VFEA,48529183,Vanguard FTSE Emerging Markets UCITS ETF Acc,2019-09-24,1959,5.367123287671233,Long-only,Ireland,USD,False,True,Accumulating,0.22,Full replication,661,False,2182,1.82,2.14,1.82,4.04,9.71,23.41,9.44,28.91,19.2,4.12,-12.4,7.62,,,13.14,13.93,16.25,1.78,0.22,0.32,-31.41,-8.93,-18.82,-30.69,Equity,ETF,Emerging Markets,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
IE00B3VVMM84,A1JX51,VFEM,18575472,Vanguard FTSE Emerging Markets UCITS ETF Distributing,2012-05-22,4640,12.712328767123287,Long-only,Ireland,USD,False,True,Distributing,0.22,Full replication,2317,False,2182,1.72,2.03,1.72,3.93,9.59,23.26,9.34,28.78,19.19,4.11,-12.4,7.62,2.24,2.68,12.76,13.83,16.22,1.82,0.22,0.32,-35.75,-8.94,-18.83,-30.7,Equity,ETF,Emerging Markets,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00BKWD3F20,A2PVD2,TIGB,51381275,Invesco US Treasury Bond 0-1 Year UCITS ETF GBP Hedged Dist,2020-01-21,1840,5.041095890410959,Long-only,Ireland,GBP,True,True,Distributing,0.1,Sampling,98,False,50,-0.38,0.42,-0.38,2.45,3.33,6.79,9.24,10.68,9.59,6.71,-5.81,7.22,4.88,4.97,6.32,9.12,8.62,1.07,0.33,0.24,-10.17,-2.22,-8.17,-10.17,Bonds,ETF,,London
